# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValueWithParameters.from.cache.count,1764483747871000000,1764483791253000000,0
workspaceModel.init.bridges.ms,1764483747871000000,1764483791253000000,0
workspaceModel.cachedValue.from.cache.count,1764483747871000000,1764483791253000000,8
workspaceModel.on.changed.ms,1764483747871000000,1764483791253000000,0
workspaceModel.updates.count,1764483747871000000,1764483791253000000,0
workspaceModel.updates.ms,1764483747871000000,1764483791253000000,0
workspaceModel.initializing.ms,1764483747871000000,1764483791253000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764483747871000000,1764483791253000000,41943040
StorageLockContext.competingThreads.avg,1764483747871000000,1764483791253000000,0.024390243902439025
FilePageCache.pageHits,1764483747871000000,1764483791253000000,0
FilePageCache.uncachedFileAccess,1764483747871000000,1764483791253000000,39
StorageLockContext.competingThreads.max,1764483747871000000,1764483791253000000,2
DirectByteBufferAllocator.disposed,1764483747871000000,1764483791253000000,28
FilePageCache.pageFastCacheHits,1764483747871000000,1764483791253000000,1376
FileChannelInterruptsRetryer.totalRetriedAttempts,1764483747871000000,1764483791253000000,0
FilePageCache.totalPageLoadsUs,1764483747871000000,1764483791253000000,810630
DirectByteBufferAllocator.hits,1764483747871000000,1764483791253000000,3
DirectByteBufferAllocator.reclaimed,1764483747871000000,1764483791253000000,43
FilePageCache.disposedBuffers,1764483747871000000,1764483791253000000,71
FilePageCache.pageLoadsAboveSizeThreshold,1764483747871000000,1764483791253000000,0
FilePageCache.maxRegisteredFiles,1764483747871000000,1764483791253000000,186
FilePageCache.totalPageDisposalsUs,1764483747871000000,1764483791253000000,5676
DirectByteBufferAllocator.misses,1764483747871000000,1764483791253000000,68
FilePageCache.capacityInBytes,1764483747871000000,1764483791253000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764483747871000000,1764483791253000000,41943040
StorageLockContext.competingThreads.90P,1764483747871000000,1764483791253000000,0
FilePageCache.pageLoads,1764483747871000000,1764483791253000000,71
FilePageCache.maxCacheSizeInBytes,1764483747871000000,1764483791253000000,71303168
workspaceModel.global.apply.state.to.project.builder.ms,1764483747871000000,1764483791253000000,0
jps.save.global.entities.ms,1764483747871000000,1764483791253000000,8
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764483747871000000,1764483791253000000,0
jps.app.storage.content.reader.load.component.ms,1764483747871000000,1764483791253000000,6
workspaceModel.load.cache.from.file.ms,1764483747871000000,1764483791253000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1764483747871000000,1764483791253000000,0
workspaceModel.global.updates.count,1764483747871000000,1764483791253000000,0
jps.global.initialize.library.bridges.ms,1764483747871000000,1764483791253000000,0
jps.load.initial.state.ms,1764483747871000000,1764483791253000000,49
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764483747871000000,1764483791253000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764483747871000000,1764483791253000000,0
workspaceModel.global.updates.ms,1764483747871000000,1764483791253000000,0
workspaceModel.sync.entities.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764483747871000000,1764483791253000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764483747871000000,1764483791253000000,0
jps.library.entities.serializer.save.entities.ms,1764483747871000000,1764483791253000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764483747871000000,1764483791253000000,0
jps.global.get.library.by.name.ms,1764483747871000000,1764483791253000000,0
jps.library.entities.serializer.load.entities.ms,1764483747871000000,1764483791253000000,0
jps.global.get.library.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.entities.ms,1764483747871000000,1764483791253000000,1
jps.app.storage.content.writer.save.component.ms,1764483747871000000,1764483791253000000,3
jps.global.handle.before.change.events.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1764483747871000000,1764483791253000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764483747871000000,1764483791253000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764483747871000000,1764483791253000000,0
jps.global.initialize.library.bridges.after.loading.ms,1764483747871000000,1764483791253000000,2
workspaceModel.mutableEntityStorage.instances.count,1764483747871000000,1764483791253000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764483747871000000,1764483791253000000,0
jps.global.handle.changed.events.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1764483747871000000,1764483791253000000,0
jps.global.get.libraries.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1764483747871000000,1764483791253000000,0
workspaceModel.global.apply.state.to.project.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1764483747871000000,1764483791253000000,0
workspaceModel.load.cache.metadata.from.file.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1764483747871000000,1764483791253000000,0
workspaceModel.save.cache.to.file.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1764483747871000000,1764483791253000000,0
workspaceModel.do.save.caches.ms,1764483747871000000,1764483791253000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1764483747871000000,1764483791253000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1764483747871000000,1764483791253000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1764483747871000000,1764483791253000000,14
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764483747871000000,1764483791253000000,0
