# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.collect.changes.ms,1764448636337000000,1764448699997000000,0
workspaceModel.cachedValueWithParameters.clear.count,1764448636337000000,1764448699997000000,0
workspaceModel.replace.project.model.ms,1764448636337000000,1764448699997000000,0
workspaceModel.update.unloaded.entities.ms,1764448636337000000,1764448699997000000,0
workspaceModel.initializing.ms,1764448636337000000,1764448699997000000,0
workspaceModel.init.bridges.ms,1764448636337000000,1764448699997000000,0
workspaceModel.updates.precise.ms,1764448636337000000,1764448699997000000,0
workspaceModel.cachedValue.calculated.count,1764448636337000000,1764448699997000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1764448636337000000,1764448699997000000,3
workspaceModel.cachedValue.from.cache.count,1764448636337000000,1764448699997000000,1
workspaceModel.pre.handlers.ms,1764448636337000000,1764448699997000000,0
workspaceModel.loading.total.ms,1764448636337000000,1764448699997000000,569
workspaceModel.on.before.changed.ms,1764448636337000000,1764448699997000000,0
workspaceModel.loading.from.cache.ms,1764448636337000000,1764448699997000000,524
workspaceModel.full.replace.project.model.ms,1764448636337000000,1764448699997000000,0
workspaceModel.updates.ms,1764448636337000000,1764448699997000000,0
workspaceModel.on.changed.ms,1764448636337000000,1764448699997000000,0
workspaceModel.updates.count,1764448636337000000,1764448699997000000,0
AWTEventQueue.dispatchTimeMaxNs,1764448636337000000,1764448699997000000,0
AWTEventQueue.eventsDispatched,1764448636337000000,1764448699997000000,0
FlushQueue.executionTime90PNs,1764448636337000000,1764448699997000000,0
NonBlockingReadAction.failedExecutionsCount,1764448636337000000,1764448699997000000,0
AWTEventQueue.dispatchTimeTotalNS,1764448636337000000,1764448699997000000,86958385
FlushQueue.tasksExecuted,1764448636337000000,1764448699997000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1764448636337000000,1764448699997000000,447793
WriteAction.executionsCount,1764448636337000000,1764448699997000000,0
NonBlockingReadAction.finalizedExecutionsCount,1764448636337000000,1764448699997000000,3
FlushQueue.queueSizeAvg,1764448636337000000,1764448699997000000,0.0
FlushQueue.waitingTimeAvgNs,1764448636337000000,1764448699997000000,0.0
FlushQueue.executionTimeMaxNs,1764448636337000000,1764448699997000000,0
FlushQueue.executionTimeAvgNs,1764448636337000000,1764448699997000000,0.0
FlushQueue.waitingTimeMaxNs,1764448636337000000,1764448699997000000,0
FlushQueue.waitingTime90PNs,1764448636337000000,1764448699997000000,0
AWTEventQueue.dispatchTimeAvgNs,1764448636337000000,1764448699997000000,0.0
FlushQueue.queueSizeMax,1764448636337000000,1764448699997000000,0
FlushQueue.queueSize90P,1764448636337000000,1764448699997000000,0
AWTEventQueue.dispatchTime90PNs,1764448636337000000,1764448699997000000,0
NonBlockingReadAction.failedExecutionTimeUs,1764448636337000000,1764448699997000000,0
ReadAction.executionsCount,1764448636337000000,1764448699997000000,9576
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764448636337000000,1764448699997000000,0
jps.global.get.libraries.ms,1764448636337000000,1764448699997000000,0
workspaceModel.global.apply.state.to.project.ms,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764448636337000000,1764448699997000000,0
jps.app.storage.content.reader.load.component.ms,1764448636337000000,1764448699997000000,11
workspaceModel.moduleManagerBridge.newModule.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1764448636337000000,1764448699997000000,0
jps.library.entities.serializer.load.entities.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764448636337000000,1764448699997000000,0
jps.global.get.library.by.name.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1764448636337000000,1764448699997000000,0
workspaceModel.do.save.caches.ms,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.instances.count,1764448636337000000,1764448699997000000,2
workspaceModel.mutableEntityStorage.entities.ms,1764448636337000000,1764448699997000000,0
workspaceModel.global.updates.count,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764448636337000000,1764448699997000000,2
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764448636337000000,1764448699997000000,0
workspaceModel.load.cache.from.file.ms,1764448636337000000,1764448699997000000,3
workspaceModel.save.cache.to.file.ms,1764448636337000000,1764448699997000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1764448636337000000,1764448699997000000,0
jps.global.initialize.library.bridges.after.loading.ms,1764448636337000000,1764448699997000000,3
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1764448636337000000,1764448699997000000,8
jps.save.global.entities.ms,1764448636337000000,1764448699997000000,0
jps.global.initialize.library.bridges.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1764448636337000000,1764448699997000000,0
jps.global.handle.changed.events.ms,1764448636337000000,1764448699997000000,0
jps.global.handle.before.change.events.ms,1764448636337000000,1764448699997000000,0
jps.library.entities.serializer.save.entities.ms,1764448636337000000,1764448699997000000,0
jps.load.initial.state.ms,1764448636337000000,1764448699997000000,134
workspaceModel.load.cache.metadata.from.file.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1764448636337000000,1764448699997000000,0
workspaceModel.global.updates.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1764448636337000000,1764448699997000000,0
workspaceModel.sync.entities.ms,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764448636337000000,1764448699997000000,0
jps.global.get.library.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1764448636337000000,1764448699997000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764448636337000000,1764448699997000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1764448636337000000,1764448699997000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1764448636337000000,1764448699997000000,0
Indexing.cache.totalCacheAccesses,1764448636337000000,1764448699997000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1764448636337000000,1764448699997000000,0
Indexing.cache.totalCacheMisses,1764448636337000000,1764448699997000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1764448636337000000,1764448699997000000,0
Indexing.cache.totalCacheEvicted,1764448636337000000,1764448699997000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1764448636337000000,1764448699997000000,0
Indexing.writesQueuedMin,1764448636337000000,1764448699997000000,9223372036854775807
Indexing.writesQueuedMax,1764448636337000000,1764448699997000000,0
Indexing.totalTimeIndexersSleptMs,1764448636337000000,1764448699997000000,0
cacheStateStorage.get.counter,1764448699997000000,1764448756863000000,0
cacheStateStorage.get.duration,1764448699997000000,1764448756863000000,0
cacheStateStorage.set.counter,1764448699997000000,1764448756863000000,0
cacheStateStorage.set.duration,1764448699997000000,1764448756863000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1764448699997000000,1764448756863000000,0
DiskQueryRelay.tasksRequested,1764448699997000000,1764448756863000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1764448699997000000,1764448756863000000,0
DiskQueryRelay.tasksExecuted,1764448699997000000,1764448756863000000,0
StorageLockContext.competingThreads.avg,1764448699997000000,1764448756863000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1764448699997000000,1764448756863000000,0
FilePageCache.totalPageDisposalsUs,1764448699997000000,1764448756863000000,0
MappedFileStorage.totalPagesMapped,1764448699997000000,1764448756863000000,6
StorageLockContext.competingThreads.max,1764448699997000000,1764448756863000000,0
StreamlinedBlobStorage.recordsDeleted,1764448699997000000,1764448756863000000,0
FilePageCache.maxCacheSizeInBytes,1764448699997000000,1764448756863000000,71303168
DirectByteBufferAllocator.reclaimed,1764448699997000000,1764448756863000000,0
StreamlinedBlobStorage.recordsRelocated,1764448699997000000,1764448756863000000,0
FilePageCache.pageFastCacheHits,1764448699997000000,1764448756863000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1764448699997000000,1764448756863000000,0
MappedFileStorage.totalBytesMapped,1764448699997000000,1764448756863000000,164626432
FileChannelInterruptsRetryer.totalRetriedAttempts,1764448699997000000,1764448756863000000,0
FilePageCache.uncachedFileAccess,1764448699997000000,1764448756863000000,0
DirectByteBufferAllocator.misses,1764448699997000000,1764448756863000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1764448699997000000,1764448756863000000,1238845
FilePageCache.maxRegisteredFiles,1764448699997000000,1764448756863000000,186
MappedFileStorage.storages,1764448699997000000,1764448756863000000,6
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1764448699997000000,1764448756863000000,0
FilePageCache.capacityInBytes,1764448699997000000,1764448756863000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764448699997000000,1764448756863000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764448699997000000,1764448756863000000,71303168
FilePageCache.pageLoads,1764448699997000000,1764448756863000000,0
FilePageCache.totalPageLoadsUs,1764448699997000000,1764448756863000000,0
StorageLockContext.competingThreads.90P,1764448699997000000,1764448756863000000,0
FilePageCache.disposedBuffers,1764448699997000000,1764448756863000000,0
FilePageCache.pageHits,1764448699997000000,1764448756863000000,0
StreamlinedBlobStorage.recordsAllocated,1764448699997000000,1764448756863000000,0
DirectByteBufferAllocator.hits,1764448699997000000,1764448756863000000,0
DirectByteBufferAllocator.disposed,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsReadDecompressed,1764448699997000000,1764448756863000000,0
VFS.folderCaseSensitivityReads,1764448699997000000,1764448756863000000,0
VFS.invertedFileNameIndex.requests,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsStoredSize,1764448699997000000,1764448756863000000,0
FileNameCache.queries,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsStored,1764448699997000000,1764448756863000000,0
VFS.fileChildByName,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1764448699997000000,1764448756863000000,0
VFS.fileByIdCache.hits,1764448699997000000,1764448756863000000,0
FileNameCache.totalMisses,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsDeduplicated,1764448699997000000,1764448756863000000,0
VFS.fileByIdCache.misses,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsStoredCompressed,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsRead,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsUncompressedSize,1764448699997000000,1764448756863000000,0
VFS.contentStorage.recordsReadSize,1764448699997000000,1764448756863000000,0
workspaceModel.check.recursive.update.ms,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValue.total.get.count,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValue.clear.count,1764448699997000000,1764448756863000000,0
workspaceModel.to.snapshot.ms,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1764448699997000000,1764448756863000000,0
workspaceModel.collect.changes.ms,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValueWithParameters.clear.count,1764448699997000000,1764448756863000000,0
workspaceModel.replace.project.model.ms,1764448699997000000,1764448756863000000,0
workspaceModel.update.unloaded.entities.ms,1764448699997000000,1764448756863000000,0
workspaceModel.initializing.ms,1764448699997000000,1764448756863000000,0
workspaceModel.init.bridges.ms,1764448699997000000,1764448756863000000,0
workspaceModel.updates.precise.ms,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValue.calculated.count,1764448699997000000,1764448756863000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1764448699997000000,1764448756863000000,0
workspaceModel.cachedValue.from.cache.count,1764448699997000000,1764448756863000000,0
workspaceModel.pre.handlers.ms,1764448699997000000,1764448756863000000,0
workspaceModel.loading.total.ms,1764448699997000000,1764448756863000000,0
workspaceModel.on.before.changed.ms,1764448699997000000,1764448756863000000,0
workspaceModel.loading.from.cache.ms,1764448699997000000,1764448756863000000,0
workspaceModel.full.replace.project.model.ms,1764448699997000000,1764448756863000000,0
workspaceModel.updates.ms,1764448699997000000,1764448756863000000,0
workspaceModel.on.changed.ms,1764448699997000000,1764448756863000000,0
workspaceModel.updates.count,1764448699997000000,1764448756863000000,0
AWTEventQueue.dispatchTimeMaxNs,1764448699997000000,1764448756863000000,0
AWTEventQueue.eventsDispatched,1764448699997000000,1764448756863000000,0
FlushQueue.executionTime90PNs,1764448699997000000,1764448756863000000,0
NonBlockingReadAction.failedExecutionsCount,1764448699997000000,1764448756863000000,0
FlushQueue.tasksExecuted,1764448699997000000,1764448756863000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1764448699997000000,1764448756863000000,182
WriteAction.executionsCount,1764448699997000000,1764448756863000000,0
NonBlockingReadAction.finalizedExecutionsCount,1764448699997000000,1764448756863000000,2
FlushQueue.queueSizeAvg,1764448699997000000,1764448756863000000,0.0
FlushQueue.waitingTimeAvgNs,1764448699997000000,1764448756863000000,0.0
FlushQueue.executionTimeMaxNs,1764448699997000000,1764448756863000000,0
FlushQueue.executionTimeAvgNs,1764448699997000000,1764448756863000000,0.0
FlushQueue.waitingTimeMaxNs,1764448699997000000,1764448756863000000,0
FlushQueue.waitingTime90PNs,1764448699997000000,1764448756863000000,0
AWTEventQueue.dispatchTimeAvgNs,1764448699997000000,1764448756863000000,0.0
FlushQueue.queueSizeMax,1764448699997000000,1764448756863000000,0
FlushQueue.queueSize90P,1764448699997000000,1764448756863000000,0
AWTEventQueue.dispatchTime90PNs,1764448699997000000,1764448756863000000,0
NonBlockingReadAction.failedExecutionTimeUs,1764448699997000000,1764448756863000000,0
ReadAction.executionsCount,1764448699997000000,1764448756863000000,1958
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764448699997000000,1764448756863000000,0
jps.global.get.libraries.ms,1764448699997000000,1764448756863000000,0
workspaceModel.global.apply.state.to.project.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764448699997000000,1764448756863000000,0
jps.app.storage.content.reader.load.component.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1764448699997000000,1764448756863000000,0
jps.library.entities.serializer.load.entities.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764448699997000000,1764448756863000000,0
jps.global.get.library.by.name.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1764448699997000000,1764448756863000000,0
workspaceModel.do.save.caches.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.instances.count,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.entities.ms,1764448699997000000,1764448756863000000,0
workspaceModel.global.updates.count,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764448699997000000,1764448756863000000,0
workspaceModel.load.cache.from.file.ms,1764448699997000000,1764448756863000000,0
workspaceModel.save.cache.to.file.ms,1764448699997000000,1764448756863000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1764448699997000000,1764448756863000000,0
jps.global.initialize.library.bridges.after.loading.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1764448699997000000,1764448756863000000,0
jps.save.global.entities.ms,1764448699997000000,1764448756863000000,0
jps.global.initialize.library.bridges.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1764448699997000000,1764448756863000000,0
jps.global.handle.changed.events.ms,1764448699997000000,1764448756863000000,0
jps.global.handle.before.change.events.ms,1764448699997000000,1764448756863000000,0
jps.library.entities.serializer.save.entities.ms,1764448699997000000,1764448756863000000,0
jps.load.initial.state.ms,1764448699997000000,1764448756863000000,0
workspaceModel.load.cache.metadata.from.file.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1764448699997000000,1764448756863000000,0
workspaceModel.global.updates.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1764448699997000000,1764448756863000000,0
workspaceModel.sync.entities.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764448699997000000,1764448756863000000,0
jps.global.get.library.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1764448699997000000,1764448756863000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764448699997000000,1764448756863000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1764448699997000000,1764448756863000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1764448699997000000,1764448756863000000,0
Indexing.cache.totalCacheAccesses,1764448699997000000,1764448756863000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1764448699997000000,1764448756863000000,0
Indexing.cache.totalCacheMisses,1764448699997000000,1764448756863000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1764448699997000000,1764448756863000000,0
Indexing.cache.totalCacheEvicted,1764448699997000000,1764448756863000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1764448699997000000,1764448756863000000,0
Indexing.writesQueuedMin,1764448699997000000,1764448756863000000,9223372036854775807
Indexing.writesQueuedMax,1764448699997000000,1764448756863000000,0
Indexing.totalTimeIndexersSleptMs,1764448699997000000,1764448756863000000,0
cacheStateStorage.get.counter,1764448756863000000,1764448822433000000,0
cacheStateStorage.get.duration,1764448756863000000,1764448822433000000,0
cacheStateStorage.set.counter,1764448756863000000,1764448822433000000,0
cacheStateStorage.set.duration,1764448756863000000,1764448822433000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1764448756863000000,1764448822433000000,0
DiskQueryRelay.tasksRequested,1764448756863000000,1764448822433000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1764448756863000000,1764448822433000000,0
DiskQueryRelay.tasksExecuted,1764448756863000000,1764448822433000000,0
StorageLockContext.competingThreads.avg,1764448756863000000,1764448822433000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1764448756863000000,1764448822433000000,0
FilePageCache.totalPageDisposalsUs,1764448756863000000,1764448822433000000,0
MappedFileStorage.totalPagesMapped,1764448756863000000,1764448822433000000,6
StorageLockContext.competingThreads.max,1764448756863000000,1764448822433000000,0
StreamlinedBlobStorage.recordsDeleted,1764448756863000000,1764448822433000000,0
FilePageCache.maxCacheSizeInBytes,1764448756863000000,1764448822433000000,71303168
DirectByteBufferAllocator.reclaimed,1764448756863000000,1764448822433000000,0
StreamlinedBlobStorage.recordsRelocated,1764448756863000000,1764448822433000000,0
FilePageCache.pageFastCacheHits,1764448756863000000,1764448822433000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1764448756863000000,1764448822433000000,0
MappedFileStorage.totalBytesMapped,1764448756863000000,1764448822433000000,164626432
FileChannelInterruptsRetryer.totalRetriedAttempts,1764448756863000000,1764448822433000000,0
FilePageCache.uncachedFileAccess,1764448756863000000,1764448822433000000,0
DirectByteBufferAllocator.misses,1764448756863000000,1764448822433000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1764448756863000000,1764448822433000000,1238845
FilePageCache.maxRegisteredFiles,1764448756863000000,1764448822433000000,186
MappedFileStorage.storages,1764448756863000000,1764448822433000000,6
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1764448756863000000,1764448822433000000,0
FilePageCache.capacityInBytes,1764448756863000000,1764448822433000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764448756863000000,1764448822433000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764448756863000000,1764448822433000000,71303168
FilePageCache.pageLoads,1764448756863000000,1764448822433000000,0
FilePageCache.totalPageLoadsUs,1764448756863000000,1764448822433000000,0
StorageLockContext.competingThreads.90P,1764448756863000000,1764448822433000000,0
FilePageCache.disposedBuffers,1764448756863000000,1764448822433000000,0
FilePageCache.pageHits,1764448756863000000,1764448822433000000,0
StreamlinedBlobStorage.recordsAllocated,1764448756863000000,1764448822433000000,0
DirectByteBufferAllocator.hits,1764448756863000000,1764448822433000000,0
DirectByteBufferAllocator.disposed,1764448756863000000,1764448822433000000,0
VFS.contentStorage.recordsReadDecompressed,1764448756863000000,1764448822433000000,0
VFS.folderCaseSensitivityReads,1764448756863000000,1764448822433000000,0
VFS.invertedFileNameIndex.requests,1764448756863000000,1764448822433000000,0
VFS.contentStorage.recordsStoredSize,1764448756863000000,1764448822433000000,0
