# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DiskQueryRelay.taskExecutionTotalTimeUs,1764486089236000000,1764486139015000000,13615
writeAction.median.wait.ms,1764486089236000000,1764486139015000000,0
writeAction.count,1764486089236000000,1764486139015000000,1
DiskQueryRelay.tasksRequested,1764486089236000000,1764486139015000000,25
writeAction.wait.ms,1764486089236000000,1764486139015000000,8
writeAction.max.wait.ms,1764486089236000000,1764486139015000000,8
DiskQueryRelay.taskWaitingTotalTimeUs,1764486089236000000,1764486139015000000,68254
DiskQueryRelay.tasksExecuted,1764486089236000000,1764486139015000000,25
VFS.fileByIdCache.misses,1764486089236000000,1764486139015000000,0
VFS.invertedFileNameIndex.requests,1764486089236000000,1764486139015000000,0
VFS.fileChildByName,1764486089236000000,1764486139015000000,10
VFS.folderCaseSensitivityReads,1764486089236000000,1764486139015000000,0
VFS.fileByIdCache.hits,1764486089236000000,1764486139015000000,0
cacheStateStorage.set.counter,1764486089236000000,1764486139015000000,1
cacheStateStorage.set.duration,1764486089236000000,1764486139015000000,49
cacheStateStorage.get.duration,1764486089236000000,1764486139015000000,0
cacheStateStorage.get.counter,1764486089236000000,1764486139015000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1764486089236000000,1764486139015000000,0
FilePageCache.pageLoads,1764486089236000000,1764486139015000000,71
FilePageCache.pageFastCacheHits,1764486089236000000,1764486139015000000,1376
FilePageCache.totalPageDisposalsUs,1764486089236000000,1764486139015000000,2160
FilePageCache.maxCacheSizeInBytes,1764486089236000000,1764486139015000000,71303168
FilePageCache.capacityInBytes,1764486089236000000,1764486139015000000,629145600
StorageLockContext.competingThreads.max,1764486089236000000,1764486139015000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764486089236000000,1764486139015000000,41943040
DirectByteBufferAllocator.disposed,1764486089236000000,1764486139015000000,28
FilePageCache.disposedBuffers,1764486089236000000,1764486139015000000,71
FilePageCache.pageHits,1764486089236000000,1764486139015000000,0
StorageLockContext.competingThreads.avg,1764486089236000000,1764486139015000000,0.0
FileChannelInterruptsRetryer.totalRetriedAttempts,1764486089236000000,1764486139015000000,0
DirectByteBufferAllocator.misses,1764486089236000000,1764486139015000000,68
FilePageCache.totalPageLoadsUs,1764486089236000000,1764486139015000000,1048799
FilePageCache.uncachedFileAccess,1764486089236000000,1764486139015000000,39
DirectByteBufferAllocator.reclaimed,1764486089236000000,1764486139015000000,43
DirectByteBufferAllocator.hits,1764486089236000000,1764486139015000000,3
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764486089236000000,1764486139015000000,41943040
FilePageCache.maxRegisteredFiles,1764486089236000000,1764486139015000000,186
StorageLockContext.competingThreads.90P,1764486089236000000,1764486139015000000,0
Indexing.cache.totalCacheEvicted,1764486089236000000,1764486139015000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1764486089236000000,1764486139015000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1764486089236000000,1764486139015000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1764486089236000000,1764486139015000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1764486089236000000,1764486139015000000,0
Indexing.cache.totalCacheMisses,1764486089236000000,1764486139015000000,0
Indexing.writesQueuedMin,1764486089236000000,1764486139015000000,0
Indexing.writesQueuedMax,1764486089236000000,1764486139015000000,0
Indexing.totalTimeIndexersSleptMs,1764486089236000000,1764486139015000000,0
Indexing.writesQueuedAvg,1764486089236000000,1764486139015000000,0.0
Indexing.cache.totalCacheAccesses,1764486089236000000,1764486139015000000,0
workspaceModel.cachedValue.total.get.count,1764486089236000000,1764486139015000000,9
workspaceModel.cachedValue.clear.count,1764486089236000000,1764486139015000000,0
workspaceModel.full.replace.project.model.ms,1764486089236000000,1764486139015000000,0
workspaceModel.cachedValue.calculated.count,1764486089236000000,1764486139015000000,1
workspaceModel.on.before.changed.ms,1764486089236000000,1764486139015000000,0
workspaceModel.update.unloaded.entities.ms,1764486089236000000,1764486139015000000,0
workspaceModel.replace.project.model.ms,1764486089236000000,1764486139015000000,0
workspaceModel.updates.ms,1764486089236000000,1764486139015000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1764486089236000000,1764486139015000000,0
workspaceModel.updates.count,1764486089236000000,1764486139015000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1764486089236000000,1764486139015000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1764486089236000000,1764486139015000000,3
workspaceModel.init.bridges.ms,1764486089236000000,1764486139015000000,0
workspaceModel.updates.precise.ms,1764486089236000000,1764486139015000000,0
workspaceModel.loading.total.ms,1764486089236000000,1764486139015000000,631
workspaceModel.initializing.ms,1764486089236000000,1764486139015000000,0
workspaceModel.on.changed.ms,1764486089236000000,1764486139015000000,0
workspaceModel.check.recursive.update.ms,1764486089236000000,1764486139015000000,0
workspaceModel.cachedValueWithParameters.clear.count,1764486089236000000,1764486139015000000,0
workspaceModel.cachedValue.from.cache.count,1764486089236000000,1764486139015000000,8
workspaceModel.cachedValueWithParameters.calculated.count,1764486089236000000,1764486139015000000,0
workspaceModel.to.snapshot.ms,1764486089236000000,1764486139015000000,0
workspaceModel.collect.changes.ms,1764486089236000000,1764486139015000000,0
workspaceModel.loading.from.cache.ms,1764486089236000000,1764486139015000000,602
workspaceModel.pre.handlers.ms,1764486089236000000,1764486139015000000,0
NonBlockingReadAction.finalizedExecutionsCount,1764486089236000000,1764486139015000000,11
AWTEventQueue.dispatchTimeTotalNS,1764486089236000000,1764486139015000000,40650463614
NonBlockingReadAction.finalizedExecutionTimeUs,1764486089236000000,1764486139015000000,211229
NonBlockingReadAction.failedExecutionTimeUs,1764486089236000000,1764486139015000000,0
NonBlockingReadAction.failedExecutionsCount,1764486089236000000,1764486139015000000,0
jps.library.entities.serializer.load.entities.ms,1764486089236000000,1764486139015000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1764486089236000000,1764486139015000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1764486089236000000,1764486139015000000,14
workspaceModel.global.updates.count,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1764486089236000000,1764486139015000000,0
jps.global.get.library.by.name.ms,1764486089236000000,1764486139015000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1764486089236000000,1764486139015000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764486089236000000,1764486139015000000,0
jps.load.initial.state.ms,1764486089236000000,1764486139015000000,73
workspaceModel.sync.entities.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1764486089236000000,1764486139015000000,0
jps.global.get.library.ms,1764486089236000000,1764486139015000000,0
jps.app.storage.content.writer.save.component.ms,1764486089236000000,1764486139015000000,5
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764486089236000000,1764486139015000000,0
