# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.load.module.ms,1764486089236000000,1764486139015000000,0
jps.global.get.libraries.ms,1764486089236000000,1764486139015000000,0
jps.save.global.entities.ms,1764486089236000000,1764486139015000000,16
workspaceModel.mutableEntityStorage.instances.count,1764486089236000000,1764486139015000000,2
jps.global.initialize.library.bridges.after.loading.ms,1764486089236000000,1764486139015000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764486089236000000,1764486139015000000,2
jps.global.initialize.library.bridges.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1764486089236000000,1764486139015000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764486089236000000,1764486139015000000,0
jps.app.storage.content.reader.load.component.ms,1764486089236000000,1764486139015000000,5
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764486089236000000,1764486139015000000,0
workspaceModel.load.cache.metadata.from.file.ms,1764486089236000000,1764486139015000000,0
workspaceModel.load.cache.from.file.ms,1764486089236000000,1764486139015000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764486089236000000,1764486139015000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764486089236000000,1764486139015000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764486089236000000,1764486139015000000,0
workspaceModel.do.save.caches.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1764486089236000000,1764486139015000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.entities.ms,1764486089236000000,1764486139015000000,1
workspaceModel.global.updates.ms,1764486089236000000,1764486139015000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1764486089236000000,1764486139015000000,0
workspaceModel.save.cache.to.file.ms,1764486089236000000,1764486139015000000,0
jps.global.handle.changed.events.ms,1764486089236000000,1764486139015000000,0
jps.global.handle.before.change.events.ms,1764486089236000000,1764486139015000000,0
workspaceModel.global.apply.state.to.project.ms,1764486089236000000,1764486139015000000,0
jps.library.entities.serializer.save.entities.ms,1764486089236000000,1764486139015000000,0
