timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T19:27:23,codecarbon,55dc49c8-7008-44f8-a749-a3e124bf6be0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.2584434002637863,5.396978779959126e-05,2.3896896328368284e-05,120.0,0.0,10.0,7.526425000590583e-05,0.0,6.2702233333968455e-06,8.153447333930267e-05,0.0,Poland,POL,,,,Windows-11-10.0.26100-SP0,3.12.4,3.1.1,16,AMD Ryzen 7 7730U with Radeon Graphics,,,21.0362,52.2394,15.279537200927734,machine,N,1.0,0.0
