timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T19:26:15,codecarbon,8f2e0ebc-9977-4dfc-8d32-4514d6852c85,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.05820950027555227,1.3792774582122839e-06,2.3695057536708904e-05,120.0,0.0,10.0,1.92498667165637e-06,0.0,1.5874694541303648e-07,2.0837336170694062e-06,0.0,Poland,POL,,,,Windows-11-10.0.26100-SP0,3.12.4,3.1.1,16,AMD Ryzen 7 7730U with Radeon Graphics,,,21.0362,52.2394,15.279537200927734,machine,N,1.0,0.0
