timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T19:26:10,codecarbon,6a7572a7-e742-4657-91a1-7119ccc660ed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.398930599913001,0.00012903684622195169,2.3900445437107675e-05,120.0,0.0,10.0,0.0001799475933269908,0.0,1.4993905000543843e-05,0.00019494149832753464,0.0,Poland,POL,,,,Windows-11-10.0.26100-SP0,3.12.4,3.1.1,16,AMD Ryzen 7 7730U with Radeon Graphics,,,21.0362,52.2394,15.279537200927734,machine,N,1.0,0.0
