timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T19:25:52,codecarbon,8989a147-2f24-4597-bcb2-7de9f7a32153,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.19023839989677072,4.535284916363804e-06,2.3840007689429638e-05,120.0,0.0,10.0,6.326163342843453e-06,0.0,5.254861109683084e-07,6.851649453811762e-06,0.0,Poland,POL,,,,Windows-11-10.0.26100-SP0,3.12.4,3.1.1,16,AMD Ryzen 7 7730U with Radeon Graphics,,,21.0362,52.2394,15.279537200927734,machine,N,1.0,0.0
