timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T19:25:59,codecarbon,102ada38-f6e1-4d67-9c1e-411ed51273df,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0234248000197113,2.4447307731437495e-05,2.3887742148682187e-05,120.0,0.0,10.0,3.409475001196066e-05,0.0,2.8388463892042635e-06,3.6933596401164925e-05,0.0,Poland,POL,,,,Windows-11-10.0.26100-SP0,3.12.4,3.1.1,16,AMD Ryzen 7 7730U with Radeon Graphics,,,21.0362,52.2394,15.279537200927734,machine,N,1.0,0.0
